canonical_book_id,title,author,isbn,pages,publication_year,description,cover_url,openlibrary_work_id,openlibrary_edition_id,identity_method,identity_confidence,subjects,subject_people,subject_places,subject_times
book_c93460e7401f98f4,"Long Live (The Elementals of Iona, #1)",V.B. Lacey,,475.0,"Fri, 03 Apr 2026 08:33:53 -0700","Isla Belthare lives an ordinary life in her small village of Lockhurt. Since losing both her mother and the man she loved two years ago, all she wants is stability and peace. But her world is forever changed when her family is attacked on a journey away from home and she must travel to the Aataran mountain range to find them.<br /><br /><b>Across the realm, four ancient beings who control the elements of nature are awakening.</b><br /><br />After a civil war that tore the humans apart, the elementals entered a thousand year slumber. Now, they are being summoned to prevent a dark force that is greedy for power and threatening to overturn the balance of nature.<br /><br />When Isla’s path crosses with one of these elementals, she finds her fate is more entangled with theirs than she had ever imagined. As she risks it all to follow the elementals on their journey to defeat the unknown foe, she discovers that not everything may be as it seems. Isla is torn between protecting her loved ones or following her heart down a dangerous path of power and magic, of truth and lies. <br /><br /><b>What will they sacrifice to stop the coming storm?</b>",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1681758133l/95584311.jpg,,,title_author,medium,[],[],[],[]
book_fabd28b25298febf,The Poet Empress,Shen Tao,,400.0,"Mon, 09 Mar 2026 11:59:48 -0700","<b>Debut author Shen Tao introduces readers to the lush, deadly world of <i>The Poet Empress, </i>a sweeping, epic and intimate fantasy perfect for fans of <i>The Serpent &amp; the Wings of Night, The Song of Achilles </i>and<i> She Who Became the Sun</i>.</b><br /><br />In the waning years of the Azalea Dynasty, the emperor is dying, the land consumed by famine, and poetry magic lost to all except the powerful.<br /><br />Wei Yin is desperate. After the fifth death of a sibling, with her family and village on the brink of starvation, she will do anything to save those she loves.<br /><br />Even offer herself as concubine to the cruel heir of the beautiful and brutal Azalea House.<br /><br />But in a twist of fate, the palace stands on the knife-edge of civil war with Wei trapped in its center…at the side of a violent prince.<br /><br />To survive, Wei must harden her heart, rely on her wit, and become dangerous herself. Even if it means becoming a poet in a world where women are forbidden to read—and composing the most powerful spell of all. A ballad of death...and love.<br /><br />The Poet Empress<i> is an epic fantasy that explores darker themes, subjects, and scenes that may not be suitable for all readers. Please see the author's content note at the beginning of the book.</i>",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1765467685l/231127166._SX318_.jpg,,,title_author,medium,[],[],[],[]
book_c5244cb08c811908,"Hekate - The Witch (Goddesses of the Underworld, #1)",Nikita Gill,,376.0,"Fri, 13 Feb 2026 22:00:56 -0800","<b>In this stunning reimagining of Greek myth for fans of <i>Circe</i> and <i>Lore</i>, Nikita Gill showcases the underworld and its chthonic deities in all their glory, weaving a gripping story about the young goddess coming of age within their midst.</b><br /><br /><i>Hekate</i> sings the story of its eponymous heroine. Born into a world on fire and at war, she and her mother are left behind by the menfolk of their Titan family as the battle against the new Gods–the Olympians–begins. Soon, Hekate and her mother are forced to flee their home as the Olympians overpower and enslave the Titans, including Hekate’s father, Perses, and gain dominion over the universe. In a bid to protect Hekate from the clutches of Zeus and Poseidon, her mother leaves her in the underworld with the goddess Styx and king of the underworld, Hades, where she must make a life for herself and discover her divine purpose.<br />  <br /> Here begins Nikita Gill’s beautiful and propulsive reimagining of Hekate’s myth which unfolds into a coming-of-age adventure story and quest in which our young protagonist – not yet a goddess – sets out to discover what has happened to her parents, heal from the trauma of her separation from them, make a new home for herself in the underworld, and, eventually, step into her true power as a woman and goddess, before it’s too late.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1739361913l/227919563._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_2797846a6b575416,Of the Stars and Sea (A Divine Trinity #1),Brianna Remus,,410.0,"Sun, 08 Feb 2026 11:26:44 -0800","<b>Of the Stars and Sea is a bingeable rivals-to-lovers Romantasy with sharp-witted banter, page-turning adventure and delectable spicy romance.</b><br /><br />A traitorous pirate lord. A bounty hunter with a score to settle. And an epic treasure that will grant them both the freedom they desire…unless they destroy each other first.<br /><br />Rowenya Stone is captain of the once fearsome pirate ship, the <i>Trinity</i>. Bound to her father’s old debts, Rowenya has been forced to break the Pirates’ Code by capturing her own kind in exchange for money. Tired of being shackled to her father’s past, Rowenya hatches a plan to steal an ancient artifact, said to unveil a map to the greatest treasure ever known to man.<br /><br />But the plan goes awry when Grayson Tyde, the most ruthless and feared pirate lord in the Southern Realm, intercepts them. When Grayson discovers Rowenya has one thing he does not—knowledge of the old gods’ language inscribed upon the artifact—he forces her onto his ship.<br /><br />However, they are not the only ones in search of the artifact, and as the threat of their enemies looms, Rowenya must trust the one person she’s always feared. But what terrifies her more is her perilous attraction to Grayson.<br /><br />In a world where love is a traitorous thing and danger lurks around every corner, Rowenya must decide if finding the treasure is worth losing her heart.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1752069457l/228707672._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_779195f7189ab47f,"Stolen Midnights (Stolen Midnights, #1)",Katherine  Quinn,,450.0,"Sun, 08 Feb 2026 11:06:58 -0800","<b>This magical new YA romantasy from the </b><b>
  <i>New York Times</i>
</b><b> bestselling author of </b><b>
  <i>To Kill a Shadow</i>
</b><b> will steal your heart. Set in Andalay, a world where the ruling Fates bestow gifts among the favored, a thief must join forces with the palace darling after he unwittingly steals a necklace with the power to change everything.</b><br /> <br /> When Damien, a cold and hardened thief, is hired to steal a gift from the powerful Fates meant for Andalay’s sweetheart, Wren Hayes, he finds himself entangled in a web of secrets.<br /> <br /> The gift? A locket containing his own phototroph.<br /> <br /> Once the locket is opened, hidden truths unravel, ones that shed light on the ruthless ways of the upper-class society. Yearning for the three Fates and the magical gifts they bestow, the lords of Andalay will go to any length to keep their power—including murder.<br /> <br /> Brought together by destiny, and fighting a temptation that neither understand, Wren and Damien navigate a seedy world where the truth can destroy not only their lives, but the city itself.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1749525018l/236064367._SX318_.jpg,,,title_author,medium,[],[],[],[]
book_9626d50157537ac7,"The Ever King (The Ever Seas, #1)",L.J. Andrews,,408.0,"Sun, 08 Feb 2026 10:53:38 -0800","<b>They stole his crown, so he stole their daughter…</b><br /><br />For years Erik, the scarred king of the Ever Kingdom, has thought of nothing but vengeance against the man who killed his father and trapped him beneath the waves, making him a prisoner in his own realm.<br /><br />Until his enemy’s daughter unintentionally breaks the chains on the Ever, and Erik makes her the unwitting pawn in his vicious game of revenge.<br /><br />She’s innocent. He’s vicious. But he will take back what he lost, no matter the price.<br /><br />Unless she steals his heart first.<br /><br /><b>Welcome to the passionate world of the Ever Kingdom where pirates, sirens, and fae collide with Vikings in a dark fantasy romance between a villain and the innocent princess who holds his heart.</b><br /><br /><i>*Please note: This series is set in the same world as the bestselling Broken Kingdoms series, but can be read independently, and readers are encouraged to read the list of triggers inside*</i>",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1693149239l/75384035.jpg,,,title_author,medium,[],[],[],[]
book_c84fccadf76f5d15,"Planet Adyn (Theonite, #1)",M.L. Wang,,298.0,"Sat, 07 Feb 2026 10:20:27 -0800","Joan Messi has spent thirteen lonely years hiding her supernatural abilities from her parents, her classmates, and everyone in her white bread suburban community. However, her little world of secrets is shattered when a pair of strangers arrive from a parallel dimension on the hunt for a nameless criminal. Now, after a lifetime of wondering how she got her powers, Joan might have found the beginnings of an answer. <br /><br />For Daniel Thundyil and his father, elemental powers and ego-maniacal supervillains are nothing new — although this is the first time a mission has brought them to a parallel dimension. Daniel's main concern in this new world isn't the looming threat of a godlike killer; it's fitting in at a school where the food is flavorless, everyone writes backwards in an ancient alphabet, and all the racial hierarchies seem to be reversed.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462236482l/30077795._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_47a6b994ec41014c,The Sword of Kaigen,M.L. Wang,,651.0,"Sat, 07 Feb 2026 10:20:08 -0800","On a mountainside at the edge of the Kaigenese Empire live the most powerful warriors in the world, superhumans capable of raising the sea and wielding blades of ice. For hundreds of years, the fighters of the Kusanagi Peninsula have held the Empire's enemies at bay, earning their frozen spit of land the name 'The Sword of Kaigen.' Born into Kusanagi's legendary Matsuda family, fourteen-year-old Mamoru has always known his purpose: to master his family's fighting techniques and defend his homeland. But when an outsider arrives and pulls back the curtain on Kaigen's alleged age of peace, Mamoru realizes that he might not have much time to become the fighter he was bred to be. Worse, the empire he was bred to defend may stand on a foundation of lies.<br /><br />Misaki told herself that she left the passions of her youth behind when she married into the Matsuda house. Determined to be a good housewife and mother, she hid away her sword, along with everything from her days as a fighter in a faraway country. But with her growing son asking questions about the outside world, the threat of an impending invasion looming across the sea, and her frigid husband grating on her nerves, Misaki finds the fighter in her clawing its way back to the surface.<br /><br />When the winds of war reach their peninsula, will the Matsuda family have the strength to defend their empire? Or will they tear each other apart before the true enemies even reach their shores?",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1702907961l/41886271._SX318_.jpg,,,title_author,medium,[],[],[],[]
book_a210090a90df2ac7,"A Kiss of Iron (Shadows of the Tenebris Court, #1)",Clare Sager,,608.0,"Sat, 07 Feb 2026 10:17:26 -0800","<b>In the cut-throat game of court life, masters manipulate pawns—and you never know which one you are. One thing is certain: there’s no space on the board for love.</b><br /><br />A penniless noblewoman, Kat is on the verge of losing everything when she’s offered a well-paid job that could be her salvation… or her ruin. Drawn into court’s deadly intrigues, she’s given a single task: spy on the powerful fae lord known as the Night Queen’s Shadow.<br /><br />Bastian Marwood is handsome, ruthless, and cunning, but Kat can’t decide if he’s a threat to her kingdom or just her heart. To uncover the truth, she must play a dangerous game of desire and deceit, pushing him to reveal his secrets while protecting her own. But Bastian’s shadows have a hold on her—one she isn’t sure she wants to escape.<br /><br />Kat soon learns that at court, nothing is as it seems and even the best-laid plans can be destroyed in an instant. As a pawn on the board, she can’t afford to fall victim to love—only fight for survival.<br /><br /><b><i>A Kiss of Iron</i> is the first book in a new series featuring court intrigue, a morally grey hero, and an unforgettable enemies-to-lovers romance. Perfect for fans of <i>Gild</i> and <i>From Blood and Ash.</i></b>",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1674852498l/75565941._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_db9d523f74f9abe4,"The Adventures of Amina al-Sirafi (Amina al-Sirafi, #1)",S.A. Chakraborty,,483.0,"Sat, 07 Feb 2026 10:11:06 -0800","<b>Shannon Chakraborty, the bestselling author of <i>The City of Brass</i>, spins a new trilogy of magic and mayhem on the high seas in this tale of pirates and sorcerers, forbidden artifacts and ancient mysteries, in one woman’s determined quest to seize a final chance at glory—and write her own legend.</b><br /><br />Amina al-Sirafi should be content. After a storied and scandalous career as one of the Indian Ocean’s most notorious pirates, she’s survived backstabbing rogues, vengeful merchant princes, several husbands, and one actual demon to retire peacefully with her family to a life of piety, motherhood, and absolutely nothing that hints of the supernatural.<br /><br />But when she’s tracked down by the obscenely wealthy mother of a former crewman, she’s offered a job no bandit could refuse: retrieve her comrade’s kidnapped daughter for a kingly sum. The chance to have one last adventure with her crew, do right by an old friend, and win a fortune that will secure her family’s future forever? It seems like such an obvious choice that it must be God’s will.<br /><br />Yet the deeper Amina dives, the more it becomes alarmingly clear there’s more to this job, and the girl’s disappearance, than she was led to believe. For there’s always risk in wanting to become a legend, to seize one last chance at glory, to savor just a bit more power…and the price might be your very soul.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1663869260l/61294937.jpg,,,title_author,medium,[],[],[],[]
book_fb030ca2d10f0bf8,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,,491.0,"Tue, 25 Feb 2020 21:31:52 -0800","According to the Nice and Accurate Prophecies of Agnes Nutter - the world's only totally reliable guide to the future - the world will end on a Saturday. Next Saturday, in fact. Just after tea...<br /><br />People have been predicting the end of the world almost from its very beginning, so it’s only natural to be sceptical when a new date is set for Judgement Day. This time though, the armies of Good and Evil really do appear to be massing. The four Bikers of the Apocalypse are hitting the road. But both the angels and demons – well, one fast-living demon and a somewhat fussy angel – would quite like the Rapture not to happen.<br /><br />And someone seems to have misplaced the Antichrist…",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615552073l/12067.jpg,,,title_author,medium,[],[],[],[]
book_b6392dc0f4d4f0f8,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,,406.0,"Fri, 06 Jan 2017 13:01:27 -0800","<i>Alternative cover edition of ISBN 9780060987107</i><br /><br /><p>When Dorothy triumphed over the Wicked Witch of the West in L. Frank Baum's classic tale, we heard only her side of the story. But what about her arch-nemesis, the mysterious witch? Where did she come from? How did she become so wicked? And what is the true nature of evil? </p><p> Gregory Maguire creates a fantasy world so rich and vivid that we will never look at Oz the same way again. <i>Wicked</i> is about a land where animals talk and strive to be treated like first-class citizens, Munchkinlanders seek the comfort of middle-class stability and the Tin Man becomes a victim of domestic violence. And then there is the little green-skinned girl named Elphaba, who will grow up to be the infamous Wicked Witch of the West, a smart, prickly and misunderstood creature who challenges all our preconceived notions about the nature of good and evil.</p>",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437733293l/37442._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_77efea1bc0690ac5,"The Hobbit, or There and Back Again",J.R.R. Tolkien,,366.0,"Fri, 06 Jan 2017 13:00:33 -0800","In a hole in the ground there lived a hobbit. Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat: it was a hobbit-hole, and that means comfort.<br />Written for J.R.R. Tolkien’s own children, The Hobbit met with instant critical acclaim when it was first published in 1937. Now recognized as a timeless classic, this introduction to the hobbit Bilbo Baggins, the wizard Gandalf, Gollum, and the spectacular world of Middle-earth recounts of the adventures of a reluctant hero, a powerful and dangerous ring, and the cruel dragon Smaug the Magnificent. The text in this 372-page paperback edition is based on that first published in Great Britain by Collins Modern Classics (1998), and includes a note on the text by Douglas A. Anderson (2001).<br /><br />9780618260300",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546071216l/5907.jpg,,,title_author,medium,[],[],[],[]
book_d6f2eb8349337bfd,"Cross Check (D.C. Stars, #6)",Chelsea Curto,,778.0,"Tue, 22 Sep 2026 01:11:54 -0700","Amelia Green is making a name for herself as an assistant coach in the NHL. A woman who isn’t intimidated by the people who try to pull her down, she handles the attention on her without batting an eye. What she didn’t account for was the hockey player who keeps showing up in her life.<br /><br />Grant Everett is the newest player on the DC Stars roster and adjusting to life in the NHL. A guy who loves his teammates, he’s never one to break the rules. But after an accidental run-in with the league’s most talked about coach, Grant can’t stop thinking about Amelia no matter how off-limits she is.<br /><br />He should stay away from her. He’s supposed to stay away—she’s older. She’s not looking to date, and he’s someone who wants to settle down.<br /><br />Years of friendship and fighting their feelings turns to something more after one night together, and they never look back.<br />Except… hiding a relationship from the league isn’t easy.<br /><br />Between secret meetups and Amelia landing a new job as the head coach of the league’s newest expansion team, she and Grant are forced to confront their future. Is there a chance their relationship can withstand the scrutiny from those on the outside, or are they a quick cross check away from disaster?<br /><br />Cross Check is a spicy strangers-to-friends-to-lovers sports romance with an off-limits relationship, a woman in a male-dominated field, a man obsessed with her from the very beginning, and a guaranteed happily ever after.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1778790831l/244447224._SY475_.jpg,,,title_author,medium,[],[],[],[]
